%% File generated by CATS v.2.1Fri Dec 18 21:50:07 2020

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 256; Bids: 1000; Distribution: matching; Runs: 1; Seed: 1608360391
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 256
bids 1002
dummy 101

0	11.224	34	72	256	#
1	7.57621	34	76	256	#
2	6.81859	34	80	256	#
3	6.13673	34	84	256	#
4	8.41802	38	76	256	#
5	7.57621	38	80	256	#
6	6.81859	38	84	256	#
7	8.41802	42	80	256	#
8	7.57621	42	84	256	#
9	8.41802	46	84	256	#
10	5.38469	103	113	257	#
11	3.63467	103	117	257	#
12	3.2712	103	121	257	#
13	2.94408	103	125	257	#
14	4.03852	107	117	257	#
15	3.63467	107	121	257	#
16	3.2712	107	125	257	#
17	4.03852	111	121	257	#
18	3.63467	111	125	257	#
19	4.03852	115	125	257	#
20	4.15379	69	100	258	#
21	2.80381	69	104	258	#
22	2.52343	69	108	258	#
23	2.27109	69	112	258	#
24	3.11534	73	104	258	#
25	2.80381	73	108	258	#
26	2.52343	73	112	258	#
27	3.11534	77	108	258	#
28	2.80381	77	112	258	#
29	3.11534	81	112	258	#
30	7.2781	3	13	259	#
31	4.91272	3	17	259	#
32	4.42145	3	21	259	#
33	3.9793	3	25	259	#
34	5.45858	7	17	259	#
35	4.91272	7	21	259	#
36	4.42145	7	25	259	#
37	5.45858	11	21	259	#
38	4.91272	11	25	259	#
39	5.45858	15	25	259	#
40	9.38416	12	45	260	#
41	6.33431	12	49	260	#
42	5.70088	12	53	260	#
43	5.13079	12	57	260	#
44	7.03812	16	49	260	#
45	6.33431	16	53	260	#
46	5.70088	16	57	260	#
47	7.03812	20	53	260	#
48	6.33431	20	57	260	#
49	7.03812	24	57	260	#
50	10.2369	44	77	261	#
51	6.90989	44	81	261	#
52	6.2189	44	85	261	#
53	5.59701	44	89	261	#
54	7.67765	48	81	261	#
55	6.90989	48	85	261	#
56	6.2189	48	89	261	#
57	7.67765	52	85	261	#
58	6.90989	52	89	261	#
59	7.67765	56	89	261	#
60	6.35205	125	156	262	#
61	4.28763	125	160	262	#
62	3.85887	125	164	262	#
63	3.47298	125	168	262	#
64	4.76404	129	160	262	#
65	4.28763	129	164	262	#
66	3.85887	129	168	262	#
67	4.76404	133	164	262	#
