%% File generated by CATS v.2.1Fri Dec 18 21:53:13 2020

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 256; Bids: 1000; Distribution: L8; Runs: 1; Seed: 1608360861
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Quadratic distribution.


goods 256
bids 1000
dummy 0

0	0	11	90	115	#
1	0	5	77	199	#
2	0	183	205	242	#
3	0	54	194	216	#
4	0	2	80	134	#
5	0	144	211	212	#
6	0	166	233	235	#
7	0	60	180	210	#
8	0	11	87	160	#
9	0	199	244	251	#
10	0	45	195	232	#
11	0	19	135	155	#
12	0	85	124	167	#
13	0	6	200	226	#
14	0	94	168	215	#
15	0	93	177	233	#
16	0	103	143	246	#
17	0	111	117	181	#
18	0	63	78	96	#
19	0	78	188	241	#
20	0	57	90	114	#
21	0	76	97	182	#
22	0	31	32	136	#
23	0	23	48	118	#
24	0	32	62	243	#
25	0	69	87	171	#
26	0	26	89	108	#
27	0	134	168	169	#
28	0	4	12	238	#
29	0	9	23	130	#
30	0	36	129	156	#
31	0	122	184	245	#
32	0	1	47	154	#
33	0	151	212	225	#
34	0	0	11	216	#
35	0	67	235	238	#
36	0	78	99	217	#
37	0	9	92	159	#
38	0	55	69	117	#
39	0	33	172	239	#
40	0	77	145	191	#
41	0	41	114	206	#
42	0	102	151	230	#
43	0	3	78	183	#
44	0	38	110	157	#
45	0	63	113	152	#
46	0	16	158	214	#
47	0	12	208	225	#
48	0	110	126	134	#
49	0	18	155	159	#
50	0	3	219	221	#
51	0	27	30	58	#
52	0	89	144	165	#
53	0	156	176	200	#
54	0	58	127	149	#
55	0	75	88	128	#
56	0	80	157	182	#
57	0	19	50	95	#
58	0	93	105	184	#
59	0	47	231	242	#
60	0	22	155	215	#
61	0	86	94	127	#
62	0	105	125	147	#
63	0	119	140	220	#
64	0	54	113	207	#
65	0	29	111	219	#
66	0	208	241	253	#
67	0	6	29	103	#
68	0	30	127	247	#
69	0	33	52	132	#
70	0	130	219	244	#
71	0	9	41	225	#
72	0	60	131	161	#
73	0	70	77	126	#
74	0	31	44	134	#
75	0	56	104	112	#
76	0	57	194	251	#
77	0	48	72	98	#
78	0	68	99	214	#
79	0	8	10	75	#
80	0	114	231	254	#
81	0	93	139	192	#
82	0	61	148	176	#
83	0	73	77	190	#
84	0	42	69	139	#
85	0	82	92	169	#
86	0	136	183	228	#
87	0	28	105	221	#
88	0	27	207	255	#
89	0	110	120	165	#
90	0	25	164	201	#
91	0	6	152	204	#
92	0	54	75	166	#
93	0	69	175	183	#
94	0	30	46	90	#
95	0	93	140	192	#
96	0	73	105	119	#
97	0	54	144	218	#
98	0	27	41	213	#
99	0	5	24	183	#
100	0	4	115	151	#
101	0	139	148	220	#
102	0	7	68	129	#
103	0	14	33	201	#
104	0	78	148	230	#
105	0	144	180	194	#
106	0	41	43	180	#
107	0	22	91	185	#
108	0	68	162	172	#
109	0	1	82	85	#
110	0	140	173	182	#
111	0	79	224	253	#
112	0	16	214	245	#
113	0	143	164	251	#
114	0	52	83	191	#
115	0	43	212	225	#
