%% File generated by CATS v.2.1Thu Apr 15 09:58:43 2021

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 100; Bids: 300; Distribution: L3; Runs: 1; Seed: 1618641590
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 100
bids 300
dummy 0

0	644.967	32	95	97	#
1	742.337	13	28	65	#
2	415.894	47	63	86	#
3	992.281	5	21	91	#
4	380.604	12	35	60	#
5	862.254	36	56	92	#
6	797.248	13	60	99	#
7	570.106	4	29	42	#
8	230.909	67	75	77	#
9	552.975	23	80	87	#
10	179.195	23	72	89	#
11	294.515	13	61	68	#
12	800.172	17	46	80	#
13	312.393	1	25	49	#
14	828.469	2	12	19	#
15	538.871	25	93	98	#
16	785.913	73	88	98	#
17	425.921	41	50	82	#
18	19.8082	38	70	92	#
19	111.223	21	24	28	#
20	934.97	43	47	77	#
21	892.491	39	55	96	#
22	24.905	16	44	64	#
23	74.9976	10	35	54	#
24	953.007	29	38	71	#
25	980.759	20	61	68	#
26	986.425	10	16	21	#
27	537.769	3	29	33	#
28	543.241	25	32	56	#
29	403.762	19	44	85	#
30	477.88	15	17	96	#
31	21.3888	21	31	36	#
32	177.62	33	38	86	#
33	649.308	21	39	52	#
34	991.711	47	59	87	#
35	750.971	39	43	64	#
36	127.205	47	77	92	#
37	843.339	10	12	87	#
38	895.183	26	78	84	#
39	680.53	5	8	19	#
40	854.376	35	40	79	#
41	866.486	39	47	63	#
42	648.104	25	50	99	#
43	483.825	11	12	97	#
44	155.345	20	28	98	#
45	914.553	14	31	38	#
46	438.179	13	29	86	#
47	45.5945	0	10	98	#
48	821.393	5	54	65	#
49	157.452	6	78	94	#
50	696.67	67	88	95	#
51	36.0663	7	32	94	#
52	627.683	15	84	96	#
53	279.492	15	34	56	#
54	704.756	18	35	96	#
55	923.321	6	27	83	#
56	684.886	14	91	97	#
57	193.834	26	56	76	#
58	452.321	70	71	82	#
59	390.641	33	51	96	#
60	462.332	31	69	96	#
61	589.87	6	20	57	#
62	752.33	45	62	74	#
63	309.183	0	3	9	#
64	507.755	10	20	55	#
65	882.316	21	56	84	#
66	229.806	11	52	62	#
67	53.5572	18	25	86	#
68	267.822	15	43	72	#
69	221.52	7	32	55	#
70	851.254	68	86	87	#
71	836.743	42	61	85	#
72	784.461	27	40	42	#
73	689.128	10	22	64	#
74	652.138	28	66	94	#
75	208.888	9	15	80	#
76	724.005	1	15	94	#
77	448.648	29	55	67	#
78	744.458	46	81	87	#
79	114.521	18	52	98	#
80	446.202	7	43	63	#
81	870.438	6	86	90	#
82	936.448	32	42	92	#
83	152.7	17	43	87	#
84	70.103	52	78	96	#
85	900.657	14	43	59	#
86	546.414	24	35	84	#
87	934.641	9	52	79	#
88	743.877	19	39	67	#
89	193.694	12	50	72	#
90	242.778	46	67	73	#
91	683.344	10	18	74	#
92	849.524	10	46	51	#
93	437.244	1	29	34	#
94	886.754	18	43	52	#
95	816.763	49	57	91	#
96	113.79	22	23	53	#
97	232.576	27	33	90	#
98	62.7987	0	72	86	#
99	911.162	2	33	52	#
100	424.629	29	40	72	#
101	491.424	32	86	99	#
102	607.084	24	25	43	#
103	829.59	27	40	74	#
104	107.377	10	17	37	#
105	424.336	20	58	94	#
106	234.935	65	87	92	#
107	69.1232	13	17	32	#
108	870.138	46	61	83	#
109	628.713	11	66	87	#
110	625.218	2	57	77	#
111	158.194	6	21	53	#
112	985.489	10	17	60	#
113	935.32	10	16	76	#
114	752.22	29	55	70	#
115	360.796	43	62	75	#
116	382.885	21	25	58	#
117	96.1698	6	32	66	#
118	630.188	35	46	98	#
119	255.269	10	82	84	#
120	218.18	2	15	16	#
121	942.682	32	67	85	#
122	161.932	39	43	61	#
123	941.557	14	89	97	#
124	736.667	4	20	37	#
125	893.023	59	65	94	#
126	32.8968	48	58	74	#
127	880.859	5	21	85	#
128	496.036	26	32	96	#
129	937.533	46	84	94	#
130	842.119	8	64	85	#
131	621.562	4	54	99	#
132	265.673	39	47	85	#
133	481.151	24	76	78	#
134	911.458	0	31	45	#
135	915.381	64	65	85	#
136	168.685	27	78	95	#
137	671.74	67	68	71	#
138	464.523	4	22	85	#
139	977.594	54	85	99	#
140	883.073	12	44	48	#
141	93.2158	4	45	78	#
142	116.695	4	97	98	#
143	895.297	30	72	96	#
144	968.457	29	76	87	#
145	952.395	3	67	97	#
146	867.653	15	52	72	#
147	437.565	52	79	87	#
148	634.753	1	10	95	#
149	138.456	20	57	81	#
150	37.8015	37	42	59	#
151	771.446	33	36	77	#
152	519.209	52	60	94	#
153	783.933	53	68	98	#
154	840.023	51	59	85	#
155	837.676	35	55	67	#
156	288.217	55	89	99	#
157	206.136	26	38	54	#
158	528.146	42	75	83	#
159	390.034	3	24	95	#
160	130.293	34	49	51	#
161	357.912	8	32	62	#
162	313.539	11	39	80	#
163	952.235	34	63	86	#
164	456.64	8	25	44	#
165	166.65	38	89	97	#
166	491.244	74	95	96	#
167	196.274	0	48	76	#
168	375.696	13	65	75	#
169	390.44	68	83	90	#
170	467.045	51	69	88	#
171	496.123	38	64	89	#
172	758.078	32	65	71	#
173	870.284	21	28	98	#
174	626.883	5	50	89	#
175	660.688	15	17	73	#
176	958.324	30	53	87	#
177	307.272	32	36	88	#
178	240.027	21	27	28	#
179	99.9301	43	46	73	#
180	509.836	7	72	82	#
181	943.631	12	15	26	#
182	837.4	18	40	45	#
183	928.064	4	16	84	#
184	359.446	39	57	85	#
185	776.547	75	97	99	#
186	756.472	6	89	97	#
187	757.733	28	35	96	#
188	457.988	33	34	37	#
189	183.668	40	64	68	#
190	794.122	32	49	60	#
191	189.068	35	60	76	#
192	773.299	44	46	55	#
193	89.1968	61	77	95	#
194	158.88	48	70	81	#
195	247.539	15	56	96	#
196	42.0558	15	26	97	#
197	49.4806	5	75	77	#
198	163.954	29	42	47	#
199	274.51	9	22	35	#
200	826.839	5	36	47	#
201	886.998	54	63	65	#
202	352.439	3	63	93	#
203	24.3841	7	27	79	#
204	694.848	45	64	68	#
205	751.654	27	30	38	#
206	996.134	12	56	91	#
207	972.274	25	34	56	#
208	584.661	11	13	33	#
